Locacion,Codigo,NombreCliente,Ciudad,Ruta
I3,1207784,Cliente0004427,ICA,112
I3,1207787,Cliente0004428,ICA,110
I3,1207790,Cliente0004429,ICA,115
I3,1207791,Cliente0004430,ICA,117
I3,1207792,Cliente0004431,ICA,117
I3,1207793,Cliente0004432,ICA,112
I3,1207806,Cliente0004433,ICA,106
I3,1208008,Cliente0004434,ICA,120
I3,1208017,Cliente0004435,ICA,124
I3,1208310,Cliente0004436,ICA,114
I3,1208595,Cliente0004437,ICA,129
I3,1208598,Cliente0004438,ICA,105
I3,1208600,Cliente0004439,ICA,128
I3,1208603,Cliente0004440,ICA,102
I3,1208958,Cliente0004441,ICA,115
I3,1208961,Cliente0004442,ICA,115
I3,1209183,Cliente0004443,ICA,110
I3,1209187,Cliente0004444,ICA,111
I3,1209188,Cliente0004445,ICA,900
I3,1209194,Cliente0004446,ICA,105
I3,1209248,Cliente0004447,ICA,140
I3,1209725,Cliente0004448,ICA,132
I3,1209726,Cliente0004449,ICA,104
I3,1209727,Cliente0004450,ICA,103
I3,1209793,Cliente0004451,ICA,103
I3,1209811,Cliente0004452,ICA,113
I3,1209813,Cliente0004453,ICA,103
I3,1209847,Cliente0004454,ICA,127
I3,1209855,Cliente0004455,ICA,111
I3,1209870,Cliente0004456,ICA,120
I3,1209900,Cliente0004457,ICA,110
I3,1209926,Cliente0004458,ICA,114
I3,1209991,Cliente0004459,ICA,900
I3,1210341,Cliente0004460,ICA,125
I3,1210422,Cliente0004461,ICA,900
I3,1210425,Cliente0004462,ICA,118
I3,1210430,Cliente0004463,ICA,140
I3,1210436,Cliente0004464,ICA,123
I3,1210439,Cliente0004465,ICA,120
I3,1210714,Cliente0004466,ICA,101
I3,1210717,Cliente0004467,ICA,119
I3,1210775,Cliente0004468,ICA,112
I3,1210779,Cliente0004469,ICA,113
I3,1210796,Cliente0004470,ICA,110
I3,1210834,Cliente0004471,ICA,117
I3,1210836,Cliente0004472,ICA,110
I3,1210837,Cliente0004473,ICA,110
I3,1211020,Cliente0004474,ICA,127
I3,1211021,Cliente0004475,ICA,112
I3,1211022,Cliente0004476,ICA,111
I3,1211031,Cliente0004477,ICA,105
I3,1211058,Cliente0004478,ICA,116
I3,1211060,Cliente0004479,ICA,116
I3,1211064,Cliente0004480,ICA,113
I3,1211139,Cliente0004481,ICA,124
I3,1211140,Cliente0004482,ICA,110
I3,1211142,Cliente0004483,ICA,116
I3,1211144,Cliente0004484,ICA,120
I3,1211146,Cliente0004485,ICA,116
I3,1211149,Cliente0004486,ICA,140
I3,1211151,Cliente0004487,ICA,118
I3,1211152,Cliente0004488,ICA,118
I3,1211154,Cliente0004489,ICA,900
I3,1211155,Cliente0004490,ICA,121
I3,1211158,Cliente0004491,ICA,900
I3,1211168,Cliente0004492,ICA,107
I3,1211173,Cliente0004493,ICA,120
I3,1211190,Cliente0004494,ICA,119
I3,1211195,Cliente0004495,ICA,114
I3,1211197,Cliente0004496,ICA,117
I3,1211198,Cliente0004497,ICA,113
I3,1211250,Cliente0004498,ICA,104
I3,1211253,Cliente0004499,ICA,126
I3,1211254,Cliente0004500,ICA,900
I3,1211255,Cliente0004501,ICA,119
I3,1211256,Cliente0004502,ICA,119
I3,1211257,Cliente0004503,ICA,101
I3,1211258,Cliente0004504,ICA,112
I3,1211263,Cliente0004505,ICA,140
I3,1211264,Cliente0004506,ICA,121
I3,1211284,Cliente0004507,ICA,132
I3,1211285,Cliente0004508,ICA,121
I3,1211292,Cliente0004509,ICA,111
I3,1211293,Cliente0004510,ICA,122
I3,1211295,Cliente0004511,ICA,121
I3,1211296,Cliente0004512,ICA,141
I3,1211337,Cliente0004513,ICA,114
I3,1211338,Cliente0004514,ICA,114
I3,1211687,Cliente0004515,ICA,111
I3,1211800,Cliente0004516,ICA,109
I3,1211984,Cliente0004517,ICA,101
I3,1212058,Cliente0004518,ICA,101
I3,1212572,Cliente0004519,ICA,124
I3,1212573,Cliente0004520,ICA,124
I3,1212631,Cliente0004521,ICA,124
I3,1212633,Cliente0004522,ICA,102
I3,1212668,Cliente0004523,ICA,103
I3,1212670,Cliente0004524,ICA,132
I3,1212672,Cliente0004525,ICA,114
I3,1212765,Cliente0004526,ICA,121
I3,1212766,Cliente0004527,ICA,129
I3,1212767,Cliente0004528,ICA,900
I3,1212768,Cliente0004529,ICA,129
I3,1212783,Cliente0004530,ICA,126
I3,1212842,Cliente0004531,ICA,141
I3,1212843,Cliente0004532,ICA,128
I3,1213206,Cliente0004533,ICA,107
I3,1213227,Cliente0004534,ICA,106
I3,1213237,Cliente0004535,ICA,126
I3,1213332,Cliente0004536,ICA,106
I3,1213345,Cliente0004537,ICA,140
I3,1213346,Cliente0004538,ICA,140
I3,1213348,Cliente0004539,ICA,128
I3,1213351,Cliente0004540,ICA,140
I3,1213543,Cliente0004541,ICA,109
I3,1213962,Cliente0004542,ICA,124
I3,1213963,Cliente0004543,ICA,104
I3,1215509,Cliente0004544,ICA,126
I3,1216777,Cliente0004545,ICA,105
I3,1216781,Cliente0004546,ICA,101
I3,1216784,Cliente0004547,ICA,132
I3,1216786,Cliente0004548,ICA,102
I3,1217167,Cliente0004549,ICA,107
I3,1217179,Cliente0004550,ICA,106
I3,1217185,Cliente0004551,ICA,103
I3,1217187,Cliente0004552,ICA,106
I3,1217676,Cliente0004553,ICA,120
I3,1217684,Cliente0004554,ICA,104
I3,1217685,Cliente0004555,ICA,116
I3,1217689,Cliente0004556,ICA,116
I3,1217713,Cliente0004557,ICA,127
I3,1217727,Cliente0004558,ICA,116
I3,1217728,Cliente0004559,ICA,120
I3,1217861,Cliente0004560,ICA,107
I3,1217865,Cliente0004561,ICA,113
I3,1217875,Cliente0004562,ICA,108
I3,1217878,Cliente0004563,ICA,132
I3,1217884,Cliente0004564,ICA,108
I3,1217892,Cliente0004565,ICA,106
I3,1217894,Cliente0004566,ICA,110
I3,1217895,Cliente0004567,ICA,107
I3,1217898,Cliente0004568,ICA,129
I3,1217905,Cliente0004569,ICA,129
I3,1217906,Cliente0004570,ICA,104
I3,1217969,Cliente0004571,ICA,114
I3,1218242,Cliente0004572,ICA,104
I3,1218248,Cliente0004573,ICA,120
I3,1218256,Cliente0004574,ICA,113
I3,1218258,Cliente0004575,ICA,111
I3,1218261,Cliente0004576,ICA,112
I3,1218262,Cliente0004577,ICA,119
I3,1218476,Cliente0004578,ICA,118
I3,1218711,Cliente0004579,ICA,115
I3,1218713,Cliente0004580,ICA,104
I3,1218714,Cliente0004581,ICA,114
I3,1218722,Cliente0004582,ICA,109
I3,1218725,Cliente0004583,ICA,108
I3,1218727,Cliente0004584,ICA,110
I3,1218729,Cliente0004585,ICA,129
I3,1218730,Cliente0004586,ICA,110
I3,1218736,Cliente0004587,ICA,129
I3,1218737,Cliente0004588,ICA,107
I3,1218739,Cliente0004589,ICA,104
I3,1218742,Cliente0004590,ICA,101
I3,1218869,Cliente0004591,ICA,121
I3,1219219,Cliente0004592,ICA,128
I3,1219222,Cliente0004593,ICA,104
I3,1219225,Cliente0004594,ICA,126
I3,1219227,Cliente0004595,ICA,119
I3,1219229,Cliente0004596,ICA,111
I3,1219230,Cliente0004597,ICA,108
I3,1219245,Cliente0004598,ICA,110
I3,1219246,Cliente0004599,ICA,900
I3,1219256,Cliente0004600,ICA,118
I3,1219257,Cliente0004601,ICA,119
I3,1219258,Cliente0004602,ICA,118
I3,1219261,Cliente0004603,ICA,123
I3,1219751,Cliente0004604,ICA,106
I3,1219788,Cliente0004605,ICA,106
I3,1219792,Cliente0004606,ICA,112
I3,1221579,Cliente0004607,ICA,126
I3,1241220,Cliente0004608,LIMA,131
I3,1241221,Cliente0004609,LIMA,131
I3,1242098,Cliente0004610,ICA,115
I3,1242452,Cliente0004611,LALIBERTAD,131
I3,1242859,Cliente0004612,ICA,118
I3,1242907,Cliente0004613,ICA,116
I3,1242945,Cliente0004614,ICA,102
I3,1243173,Cliente0004615,ICA,113
I3,1243232,Cliente0004616,ICA,132
I3,1243325,Cliente0004617,ICA,124
I3,1243872,Cliente0004618,ICA,113
I3,1243988,Cliente0004619,ICA,900
I3,1243990,Cliente0004620,ICA,104
I3,1243996,Cliente0004621,ICA,131
I3,1244031,Cliente0004622,ICA,107
I3,1244059,Cliente0004623,ICA,116
I3,1244073,Cliente0004624,ICA,116
I3,1244246,Cliente0004625,ICA,140
I3,1244247,Cliente0004626,ICA,125
I3,1244248,Cliente0004627,ICA,125
I3,1244249,Cliente0004628,ICA,125
I3,1244335,Cliente0004629,ICA,141
I3,1244489,Cliente0004630,ICA,116
I3,1244490,Cliente0004631,ICA,140
I3,1244494,Cliente0004632,ICA,131
I3,1244552,Cliente0004633,ICA,105
I3,1244611,Cliente0004634,ICA,125
I3,1244811,Cliente0004635,ICA,108
I3,1244823,Cliente0004636,ICA,131
I3,1244910,Cliente0004637,ICA,132
I3,1244951,Cliente0004638,ICA,131
I3,1244955,Cliente0004639,ICA,131
I3,1244956,Cliente0004640,ICA,131
I3,1244957,Cliente0004641,ICA,131
I3,1244959,Cliente0004642,ICA,131
I3,1245080,Cliente0004643,ICA,126
I3,1245085,Cliente0004644,ICA,117
I3,1245137,Cliente0004645,ICA,131
I3,1245138,Cliente0004646,ICA,131
I3,1245140,Cliente0004647,ICA,131
I3,1245161,Cliente0004648,ICA,131
I3,1245215,Cliente0004649,ICA,131
I3,1245273,Cliente0004650,ICA,107
I3,1245320,Cliente0004651,ICA,108
I3,1245339,Cliente0004652,ICA,141
I3,1245350,Cliente0004653,ICA,110
I3,1245514,Cliente0004654,ICA,131
I3,1245531,Cliente0004655,ICA,103
I3,1245605,Cliente0004656,ICA,101
I3,1245862,Cliente0004657,ICA,108
I3,1245943,Cliente0004658,ICA,122
I3,1245962,Cliente0004659,CUSCO,129
I3,1246242,Cliente0004660,ICA,131
I3,1246272,Cliente0004661,ICA,121
I3,1246454,Cliente0004662,ICA,111
I3,1246455,Cliente0004663,ICA,113
I3,1246456,Cliente0004664,ICA,108
I3,1246555,Cliente0004665,ICA,131
I3,1246556,Cliente0004666,ICA,131
I3,1246563,Cliente0004667,ICA,131
I3,1246601,Cliente0004668,ICA,131
I3,1247030,Cliente0004669,ICA,131
I3,1247067,Cliente0004670,ICA,125
I3,1247128,Cliente0004671,ICA,131
I3,1247129,Cliente0004672,ICA,131
I3,1247171,Cliente0004673,ICA,131
I3,1247188,Cliente0004674,ICA,131
I3,1247204,Cliente0004675,ICA,131
I3,1247205,Cliente0004676,ICA,131
I3,1247206,Cliente0004677,ICA,131
I3,1247242,Cliente0004678,ICA,131
I3,1247485,Cliente0004679,ICA,131
I3,1247709,Cliente0004680,ICA,111
I3,1247839,Cliente0004681,ICA,110
I3,1248155,Cliente0004682,LIMA,131
I3,1248156,Cliente0004683,LIMA,131
I3,1248157,Cliente0004684,LIMA,131
I3,1248301,Cliente0004685,ICA,103
I3,1248333,Cliente0004686,LIMA,131
I3,1248345,Cliente0004687,ICA,132
I3,1248429,Cliente0004688,ICA,102
I3,1248568,Cliente0004689,LIMA,131
I3,1248569,Cliente0004690,LIMA,131
I3,1248581,Cliente0004691,LIMA,131
I3,1248589,Cliente0004692,ICA,112
I3,1248590,Cliente0004693,ICA,106
I3,1248591,Cliente0004694,ICA,101
I3,1248592,Cliente0004695,ICA,101
I3,1248593,Cliente0004696,ICA,900
I3,1248631,Cliente0004697,ICA,114
I3,1248633,Cliente0004698,ICA,112
I3,1248675,Cliente0004699,LIMA,131
I3,1248711,Cliente0004700,LIMA,131
I3,1248712,Cliente0004701,LIMA,131
I3,1248713,Cliente0004702,LIMA,131
I3,1248717,Cliente0004703,LIMA,131
I3,1248751,Cliente0004704,ICA,112
I3,1248752,Cliente0004705,ICA,115
I3,1248753,Cliente0004706,ICA,108
I3,1249049,Cliente0004707,ICA,106
I3,1249050,Cliente0004708,ICA,106
I3,1249051,Cliente0004709,ICA,101
I3,1249052,Cliente0004710,ICA,107
I3,1249053,Cliente0004711,ICA,107
I3,1249054,Cliente0004712,ICA,104
I3,1249055,Cliente0004713,ICA,103
I3,1249056,Cliente0004714,ICA,104
I3,1249057,Cliente0004715,ICA,101
I3,1249058,Cliente0004716,ICA,102
I3,1249059,Cliente0004717,ICA,104
I3,1249060,Cliente0004718,ICA,127
I3,1249061,Cliente0004719,ICA,141
I3,1249062,Cliente0004720,ICA,127
I3,1249063,Cliente0004721,ICA,129
I3,1249064,Cliente0004722,ICA,127
I3,1249066,Cliente0004723,ICA,127
I3,1249067,Cliente0004724,ICA,127
I3,1249068,Cliente0004725,ICA,127
I3,1249070,Cliente0004726,ICA,141
I3,1249071,Cliente0004727,ICA,112
I3,1249073,Cliente0004728,ICA,102
I3,1249074,Cliente0004729,ICA,105
I3,1249075,Cliente0004730,ICA,108
I3,1249258,Cliente0004731,ICA,126
I3,1249263,Cliente0004732,ICA,128
I3,1249352,Cliente0004733,ICA,127
I3,1249353,Cliente0004734,ICA,140
I3,1249354,Cliente0004735,ICA,107
I3,1249355,Cliente0004736,ICA,132
I3,1249356,Cliente0004737,ICA,132
I3,1249357,Cliente0004738,ICA,132
I3,1249358,Cliente0004739,ICA,132
I3,1249359,Cliente0004740,ICA,124
I3,1249638,Cliente0004741,ICA,114
I3,1249919,Cliente0004742,ICA,131
I3,1249921,Cliente0004743,ICA,131
I3,1250384,Cliente0004744,ICA,118
I3,1250448,Cliente0004745,ICA,111
I3,1250458,Cliente0004746,ICA,118
I3,1250569,Cliente0004747,ICA,111
I3,1250595,Cliente0004748,ICA,123
I3,1250632,Cliente0004749,ICA,114
I3,1250708,Cliente0004750,ICA,117
I3,1251005,Cliente0004751,ICA,118
I3,1251252,Cliente0004752,ICA,121
I3,1251338,Cliente0004753,ICA,131
I3,1251339,Cliente0004754,ICA,131
I3,1251607,Cliente0004755,ICA,131
I3,1251648,Cliente0004756,ICA,131
I3,1251759,Cliente0004757,ICA,103
I3,1251805,Cliente0004758,ICA,131
I3,1251806,Cliente0004759,ICA,131
I3,1251894,Cliente0004760,ICA,111
I3,1251909,Cliente0004761,ICA,110
I3,1252430,Cliente0004762,ICA,118
I3,1252801,Cliente0004763,ICA,120
I3,1252803,Cliente0004764,ICA,103
I3,1252819,Cliente0004765,ICA,127
I3,1252820,Cliente0004766,ICA,124
I3,1252846,Cliente0004767,ICA,131
I3,1252869,Cliente0004768,ICA,126
I3,1253108,Cliente0004769,ICA,102
I3,1253112,Cliente0004770,ICA,131
I3,1253119,Cliente0004771,ICA,131
I3,1253149,Cliente0004772,ICA,131
I3,1253164,Cliente0004773,ICA,128
I3,1253216,Cliente0004774,ICA,900
I3,1253278,Cliente0004775,ICA,131
I3,1253346,Cliente0004776,ICA,140
I3,1253384,Cliente0004777,ICA,125
I3,1253414,Cliente0004778,ICA,111
I3,1253506,Cliente0004779,ICA,110
I3,1253659,Cliente0004780,ICA,129
I3,1253750,Cliente0004781,ICA,113
I3,1254130,Cliente0004782,ICA,122
I3,1254394,Cliente0004783,ICA,125
I3,1254773,Cliente0004784,ICA,127
I3,1254819,Cliente0004785,ICA,131
I3,1254866,Cliente0004786,ICA,113
I3,1254867,Cliente0004787,ICA,113
I3,1254868,Cliente0004788,ICA,122
I3,1268647,Cliente0004789,ICA,107
I3,1268648,Cliente0004790,ICA,103
I3,1268657,Cliente0004791,ICA,107
I3,1268662,Cliente0004792,ICA,107
I3,1268663,Cliente0004793,ICA,107
I3,1268664,Cliente0004794,ICA,105
I3,1268666,Cliente0004795,ICA,115
I3,1268667,Cliente0004796,ICA,115
I3,1268668,Cliente0004797,ICA,112
I3,1268670,Cliente0004798,ICA,108
I3,1268672,Cliente0004799,ICA,102
I3,1268673,Cliente0004800,ICA,128
I3,1268674,Cliente0004801,ICA,102
I3,1268681,Cliente0004802,ICA,128
I3,1268682,Cliente0004803,ICA,128
I3,1268683,Cliente0004804,ICA,140
I3,1268684,Cliente0004805,ICA,140
I3,1268685,Cliente0004806,ICA,129
I3,1268687,Cliente0004807,ICA,125
I3,1268689,Cliente0004808,ICA,123
I3,1268690,Cliente0004809,ICA,127
I3,1268691,Cliente0004810,ICA,129
I3,1268692,Cliente0004811,ICA,127
I3,1268695,Cliente0004812,ICA,127
I3,1268696,Cliente0004813,ICA,129
I3,1268697,Cliente0004814,ICA,129
I3,1268698,Cliente0004815,ICA,126
I3,1268700,Cliente0004816,ICA,128
I3,1268701,Cliente0004817,ICA,141
I3,1268742,Cliente0004818,ICA,107
I3,1268743,Cliente0004819,ICA,107
I3,1268757,Cliente0004820,ICA,116
I3,1268793,Cliente0004821,ICA,127
I3,1268794,Cliente0004822,ICA,141
I3,1268796,Cliente0004823,ICA,140
I3,1268797,Cliente0004824,ICA,140
I3,1268798,Cliente0004825,ICA,127
I3,1268799,Cliente0004826,ICA,140
I3,1268801,Cliente0004827,ICA,129
I3,1268802,Cliente0004828,ICA,140
I3,1268803,Cliente0004829,ICA,140
I3,1268804,Cliente0004830,ICA,129
I3,1268805,Cliente0004831,ICA,129
I3,1268806,Cliente0004832,ICA,140
I3,1268808,Cliente0004833,ICA,140
I3,1268810,Cliente0004834,ICA,129
I3,1268812,Cliente0004835,ICA,121
I3,1269041,Cliente0004836,ICA,124
I3,1269042,Cliente0004837,ICA,109
I3,1269204,Cliente0004838,ICA,115
I3,1269379,Cliente0004839,ICA,105
I3,1269380,Cliente0004840,ICA,112
I3,1269382,Cliente0004841,ICA,115
I3,1269522,Cliente0004842,ICA,106
I3,1269544,Cliente0004843,ICA,123
I3,1269614,Cliente0004844,ICA,106
I3,1269631,Cliente0004845,ICA,120
I3,1269634,Cliente0004846,ICA,121
I3,1269635,Cliente0004847,ICA,121
I3,1269636,Cliente0004848,ICA,121
I3,1269712,Cliente0004849,ICA,103
I3,1269801,Cliente0004850,ICA,132
I3,1269854,Cliente0004851,ICA,105
I3,1269857,Cliente0004852,ICA,106
I3,1269862,Cliente0004853,ICA,102
I3,1269864,Cliente0004854,ICA,106
I3,1269907,Cliente0004855,ICA,106
I3,1269908,Cliente0004856,ICA,108
I3,1269909,Cliente0004857,ICA,112
I3,1269910,Cliente0004858,ICA,112
I3,1269912,Cliente0004859,ICA,108
I3,1269914,Cliente0004860,ICA,107
I3,1269915,Cliente0004861,ICA,111
I3,1269916,Cliente0004862,ICA,112
I3,1269920,Cliente0004863,ICA,112
I3,1269921,Cliente0004864,ICA,103
I3,1270032,Cliente0004865,ICA,104
I3,1270114,Cliente0004866,ICA,102
I3,1270115,Cliente0004867,ICA,106
I3,1270123,Cliente0004868,ICA,106
I3,1270124,Cliente0004869,ICA,120
I3,1270126,Cliente0004870,ICA,106
I3,1270127,Cliente0004871,ICA,101
I3,1270158,Cliente0004872,ICA,104
I3,1270255,Cliente0004873,ICA,112
I3,1270263,Cliente0004874,ICA,124
I3,1270266,Cliente0004875,ICA,103
I3,1270267,Cliente0004876,ICA,103
I3,1270440,Cliente0004877,ICA,102
I3,1270441,Cliente0004878,ICA,110
I3,1270443,Cliente0004879,ICA,110
I3,1270444,Cliente0004880,ICA,103
I3,1270447,Cliente0004881,ICA,112
I3,1275564,Cliente0004882,ICA,109
I3,1275565,Cliente0004883,ICA,141
I3,1290049,Cliente0004884,ICA,102
I3,1290051,Cliente0004885,ICA,102
I3,1290052,Cliente0004886,ICA,103
I3,1340023,Cliente0004887,ICA,140
I3,1340034,Cliente0004888,ICA,121
I3,1340035,Cliente0004889,ICA,121
I3,1340047,Cliente0004890,ICA,121
I3,1340071,Cliente0004891,ICA,118
I3,1340124,Cliente0004892,ICA,102
I3,1350050,Cliente0004893,ICA,119
I3,1350174,Cliente0004894,ICA,101
I3,1350218,Cliente0004895,ICA,109
I3,1350415,Cliente0004896,ICA,117
I3,1350454,Cliente0004897,ICA,124
I3,1350458,Cliente0004898,ICA,124
I3,1350513,Cliente0004899,ICA,108
I3,1350514,Cliente0004900,ICA,108
I3,1350551,Cliente0004901,ICA,122
I3,1350554,Cliente0004902,ICA,122
I3,1350555,Cliente0004903,ICA,122
I3,1350618,Cliente0004904,ICA,119
I3,1350623,Cliente0004905,ICA,121
I3,1350631,Cliente0004906,ICA,125
I3,1350811,Cliente0004907,ICA,122
I3,1350814,Cliente0004908,ICA,118
I3,1350815,Cliente0004909,ICA,122
I3,1350816,Cliente0004910,ICA,141
I3,1350822,Cliente0004911,ICA,118
I3,1350921,Cliente0004912,ICA,121
I3,1350957,Cliente0004913,ICA,126
I3,1350958,Cliente0004914,ICA,126
I3,1350959,Cliente0004915,ICA,141
I3,1350960,Cliente0004916,ICA,141
I3,1350961,Cliente0004917,ICA,126
I3,1350963,Cliente0004918,ICA,125
I3,1350964,Cliente0004919,ICA,126
I3,1350965,Cliente0004920,ICA,125
I3,1350966,Cliente0004921,ICA,126
I3,1350968,Cliente0004922,ICA,129
I3,1350969,Cliente0004923,ICA,129
I3,1350972,Cliente0004924,ICA,128
I3,1350973,Cliente0004925,ICA,140
I3,1350976,Cliente0004926,ICA,141
I3,1351013,Cliente0004927,ICA,126
I3,1351014,Cliente0004928,ICA,102
I3,1351018,Cliente0004929,ICA,128
I3,1351021,Cliente0004930,ICA,107
I3,1351150,Cliente0004931,ICA,122
I3,1351223,Cliente0004932,ICA,109
I3,1351255,Cliente0004933,ICA,128
I3,1351350,Cliente0004934,ICA,121
I3,1351388,Cliente0004935,ICA,121
I3,1351389,Cliente0004936,ICA,121
I3,1351400,Cliente0004937,ICA,102
I3,1352025,Cliente0004938,ICA,113
I3,1352154,Cliente0004939,ICA,109
I3,1352155,Cliente0004940,ICA,122
I3,1352156,Cliente0004941,ICA,117
I3,1352338,Cliente0004942,ICA,123
I3,1352487,Cliente0004943,ICA,129
I3,1352594,Cliente0004944,ICA,140
I3,1352598,Cliente0004945,ICA,140
I3,1352600,Cliente0004946,ICA,140
I3,1352603,Cliente0004947,ICA,128
I3,1352609,Cliente0004948,ICA,132
I3,1352827,Cliente0004949,ICA,114
I3,1352947,Cliente0004950,ICA,121
I3,1353096,Cliente0004951,ICA,101
I3,1353182,Cliente0004952,ICA,140
I3,1353183,Cliente0004953,ICA,141
I3,1353184,Cliente0004954,ICA,126
I3,1353190,Cliente0004955,ICA,119
I3,1353195,Cliente0004956,ICA,119
I3,1353198,Cliente0004957,ICA,102
I3,1353199,Cliente0004958,ICA,105
I3,1353356,Cliente0004959,ICA,104
I3,1353357,Cliente0004960,ICA,102
I3,1353358,Cliente0004961,ICA,105
I3,1353371,Cliente0004962,ICA,101
I3,1353449,Cliente0004963,ICA,108
I3,1353459,Cliente0004964,ICA,116
I3,1353508,Cliente0004965,ICA,111
I3,1353545,Cliente0004966,ICA,118
I3,1353546,Cliente0004967,ICA,140
I3,1353549,Cliente0004968,ICA,118
I3,1353552,Cliente0004969,ICA,140
I3,1353553,Cliente0004970,ICA,118
I3,1353557,Cliente0004971,ICA,119
I3,1353559,Cliente0004972,ICA,116
I3,1353571,Cliente0004973,ICA,104
I3,1353573,Cliente0004974,ICA,105
I3,1353615,Cliente0004975,ICA,108
I3,1353619,Cliente0004976,ICA,114
I3,1353647,Cliente0004977,ICA,120
I3,1353649,Cliente0004978,ICA,900
I3,1353681,Cliente0004979,ICA,109
I3,1353736,Cliente0004980,ICA,108
I3,1353737,Cliente0004981,ICA,114
I3,1353739,Cliente0004982,ICA,108
I3,1353759,Cliente0004983,ICA,122
I3,1353761,Cliente0004984,ICA,117
I3,1353916,Cliente0004985,ICA,108
I3,1353917,Cliente0004986,ICA,115
I3,1353998,Cliente0004987,ICA,121
I3,1354071,Cliente0004988,ICA,127
I3,1354088,Cliente0004989,ICA,112
I3,1354089,Cliente0004990,ICA,113
I3,1354197,Cliente0004991,ICA,140
I3,1354240,Cliente0004992,ICA,128
I3,1354247,Cliente0004993,ICA,116
I3,1354323,Cliente0004994,ICA,122
I3,1354393,Cliente0004995,ICA,114
I3,1354400,Cliente0004996,ICA,128
I3,1354421,Cliente0004997,ICA,108
I3,1354460,Cliente0004998,ICA,116
I3,1354510,Cliente0004999,ICA,128
I3,1354520,Cliente0005000,ICA,117
I3,1354586,Cliente0005001,ICA,128
I3,1354618,Cliente0005002,ICA,114
I3,1354626,Cliente0005003,ICA,105
I3,1354628,Cliente0005004,ICA,107
I3,1354629,Cliente0005005,ICA,105
I3,1354632,Cliente0005006,ICA,111
I3,1354655,Cliente0005007,ICA,106
I3,1354687,Cliente0005008,ICA,108
I3,1354689,Cliente0005009,ICA,140
I3,1354770,Cliente0005010,ICA,129
I3,1354817,Cliente0005011,ICA,118
I3,1354846,Cliente0005012,ICA,129
I3,1354964,Cliente0005013,ICA,103
I3,1355003,Cliente0005014,ICA,108
I3,1355004,Cliente0005015,ICA,124
I3,1355005,Cliente0005016,ICA,104
I3,1355006,Cliente0005017,ICA,126
I3,1355007,Cliente0005018,ICA,108
I3,1355008,Cliente0005019,ICA,104
I3,1355009,Cliente0005020,ICA,102
I3,1355011,Cliente0005021,ICA,108
I3,1355013,Cliente0005022,ICA,102
I3,1355029,Cliente0005023,ICA,118
I3,1355030,Cliente0005024,ICA,121
I3,1355035,Cliente0005025,ICA,117
I3,1355037,Cliente0005026,ICA,140
I3,1355044,Cliente0005027,ICA,140
I3,1355046,Cliente0005028,ICA,117
I3,1355051,Cliente0005029,ICA,123
I3,1355052,Cliente0005030,ICA,119
I3,1355061,Cliente0005031,ICA,121
I3,1355108,Cliente0005032,ICA,140
I3,1355109,Cliente0005033,ICA,118
I3,1355111,Cliente0005034,ICA,118
I3,1355126,Cliente0005035,ICA,110
I3,1355156,Cliente0005036,ICA,117
I3,1355174,Cliente0005037,ICA,106
I3,1355175,Cliente0005038,ICA,106
I3,1355238,Cliente0005039,ICA,119
I3,1355293,Cliente0005040,ICA,107
I3,1355294,Cliente0005041,ICA,104
I3,1355344,Cliente0005042,ICA,101
I3,1355404,Cliente0005043,ICA,103
I3,1355442,Cliente0005044,ICA,113
I3,1355472,Cliente0005045,ICA,140
I3,1355475,Cliente0005046,ICA,141
I3,1355480,Cliente0005047,ICA,104
I3,1355571,Cliente0005048,ICA,140
I3,1355687,Cliente0005049,ICA,127
I3,1355689,Cliente0005050,ICA,113
I3,1355690,Cliente0005051,ICA,113
I3,1355779,Cliente0005052,ICA,119
I3,1355780,Cliente0005053,ICA,119
I3,1355784,Cliente0005054,ICA,123
I3,1355873,Cliente0005055,ICA,111
I3,1356012,Cliente0005056,ICA,123
I3,1356763,Cliente0005057,ICA,123
I3,1356765,Cliente0005058,ICA,114
I3,1357035,Cliente0005059,ICA,140
I3,1357038,Cliente0005060,ICA,140
I3,1357039,Cliente0005061,ICA,124
I3,1357450,Cliente0005062,ICA,103
I3,1357451,Cliente0005063,ICA,103
I3,1357452,Cliente0005064,ICA,102
I3,1357455,Cliente0005065,ICA,125
I3,1357589,Cliente0005066,ICA,115
I3,1357839,Cliente0005067,ICA,118
I3,1357844,Cliente0005068,ICA,140
I3,1357863,Cliente0005069,ICA,103
I3,1357865,Cliente0005070,ICA,120
I3,1357866,Cliente0005071,ICA,123
I3,1357867,Cliente0005072,ICA,900
I3,1358108,Cliente0005073,ICA,140
I3,1358122,Cliente0005074,ICA,107
I3,1358157,Cliente0005075,ICA,127
I3,1358407,Cliente0005076,ICA,140
I3,1358416,Cliente0005077,ICA,140
I3,1358586,Cliente0005078,ICA,109
I3,1358617,Cliente0005079,ICA,109
I3,1358650,Cliente0005080,ICA,116
I3,1358651,Cliente0005081,ICA,117
I3,1358652,Cliente0005082,ICA,116
I3,1358854,Cliente0005083,ICA,108
I3,1358856,Cliente0005084,ICA,120
I3,1358857,Cliente0005085,ICA,120
I3,1358859,Cliente0005086,ICA,120
I3,1358860,Cliente0005087,ICA,120
I3,1359340,Cliente0005088,ICA,105
I3,1359341,Cliente0005089,ICA,106
I3,1359343,Cliente0005090,ICA,125
